cve,owner,repo,commit_id
CVE-2018-25032,madler,zlib,5c44459c3b28a9bd3283aaceab7c615f8020c531
CVE-2018-5333,torvalds,linux,7d11f77f84b27cef452cee332f4e469503084737
CVE-2018-5344,torvalds,linux,ae6650163c66a7eff1acd6eb8b0f752dcfa8eba5
CVE-2018-5730,krb5,krb5,e1caf6fb74981da62039846931ebdffed71309d1
CVE-2018-6196,tats,w3m,8354763b90490d4105695df52674d0fcef823e92
CVE-2018-6197,tats,w3m,7fdc83b0364005a0b5ed869230dd81752ba022e8
CVE-2018-6198,tats,w3m,18dcbadf2771cdb0c18509b14e4e73505b242753
CVE-2018-6340,facebook,hhvm,4bff3bfbe90d10451e4638c2118d1ad1117bb3e3
CVE-2018-6343,facebook,proxygen,0600ebe59c3e82cd012def77ca9ca1918da74a71
CVE-2018-6345,facebook,hhvm,190ffdf6c8b1ec443be202c7d69e63a7e3da25e3
CVE-2018-6346,facebook,proxygen,52cf331743ebd74194d6343a6c2ec52bb917c982
CVE-2018-6347,facebook,proxygen,223e0aa6bc7590e86af1e917185a2e0efe160711
CVE-2018-6560,flatpak,flatpak,52346bf187b5a7f1c0fe9075b328b7ad6abe78f6
CVE-2018-6611,OpenMPT,openmpt,b60b322cf9f0ffa624018f1bb9783edf0dc908c3
CVE-2018-6758,unbit,uwsgi,cb4636f7c0af2e97a4eef7a3cdcbd85a71247bfe
CVE-2018-6767,dbry,WavPack,d5bf76b5a88d044a1be1d5656698e3ba737167e5
CVE-2018-6927,torvalds,linux,fbe0e839d1e22d88810f3ee3e2f1479be4c0aa4a
CVE-2018-7186,DanBloomberg,leptonica,ee301cb2029db8a6289c5295daa42bba7715e99a
CVE-2018-7191,torvalds,linux,5c25f65fd1e42685f7ccd80e0621829c105785d9
CVE-2018-7247,DanBloomberg,leptonica,c1079bb8e77cdd426759e466729917ca37a3ed9f
CVE-2018-7253,dbry,WavPack,36a24c7881427d2e1e4dc1cef58f19eee0d13aec
CVE-2018-7254,dbry,WavPack,8e3fe45a7bac31d9a3b558ae0079e2d92a04799e
CVE-2018-7480,torvalds,linux,9b54d816e00425c3a517514e0d677bb3cec49258
CVE-2018-7492,torvalds,linux,f3069c6d33f6ae63a1668737bc78aaaa51bff7ca
CVE-2018-7557,FFmpeg,FFmpeg,e724bd1dd9efea3abb8586d6644ec07694afceae
CVE-2018-7584,php,php-src,523f230c831d7b33353203fa34aee4e92ac12bba
CVE-2018-7648,uclouvain,openjpeg,cc3824767bde397fedb8a1ae4786a222ba860c8d
CVE-2018-7752,gpac,gpac,90dc7f853d31b0a4e9441cba97feccf36d8b69a4
CVE-2018-7757,torvalds,linux,4a491b1ab11ca0556d2fda1ff1301e862a2d44c4
CVE-2018-7999,silnrsi,graphite,db132b4731a9b4c9534144ba3a18e65b390e9ff6
CVE-2018-8043,torvalds,linux,297a6961ffb8ff4dc66c9fbf53b924bd1dda05d5
CVE-2018-8050,sshock,AFFLIBv3,435a2ca802358a3debb6d164d2c33049131df81c
CVE-2018-8087,torvalds,linux,0ddcff49b672239dda94d70d0fcf50317a9f4b51
CVE-2018-8098,libgit2,libgit2,3db1af1f370295ad5355b8f64b865a2a357bcac0
CVE-2018-8099,libgit2,libgit2,58a6fe94cb851f71214dbefac3f9bffee437d6fe
CVE-2018-8754,libyal,libevt,9d2cc3ca0a1612a6b271abcacffc2e3eea42925e
CVE-2018-8784,FreeRDP,FreeRDP,17c363a5162fd4dc77b1df54e48d7bd9bf6b3be7
CVE-2018-8785,FreeRDP,FreeRDP,602f4a2e14b41703b5f431de3154cd46a5750a2d
CVE-2018-8786,FreeRDP,FreeRDP,445a5a42c500ceb80f8fa7f2c11f3682538033f3
CVE-2018-8787,FreeRDP,FreeRDP,09b9d4f1994a674c4ec85b4947aa656eda1aed8a
CVE-2018-8788,FreeRDP,FreeRDP,d1112c279bd1a327e8e4d0b5f371458bf2579659
CVE-2018-8789,FreeRDP,FreeRDP,2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6
CVE-2018-9336,OpenVPN,openvpn,1394192b210cb3c6624a7419bcf3ff966742e79b
CVE-2018-9918,qpdf,qpdf,b4d6cf6836ce025ba1811b7bbec52680c7204223
CVE-2018-9988,ARMmbed,mbedtls,a1098f81c252b317ad34ea978aea2bc47760b215
CVE-2019-1000016,FFmpeg,FFmpeg,b97a4b658814b2de8b9f2a3bce491c002d34de31
CVE-2019-1010065,sleuthkit,sleuthkit,114cd3d0aac8bd1aeaf4b33840feb0163d342d5b
CVE-2019-1010208,veracrypt,VeraCrypt,f30f9339c9a0b9bbcc6f5ad38804af39db1f479e
CVE-2019-1010239,DaveGamble,cJSON,be749d7efa7c9021da746e685bd6dec79f9dd99b
CVE-2019-1010283,univention,univention-corporate-server,a28053045bd2e778c50ed1acaf4e52e1e34f6e34
CVE-2019-1010305,kyz,libmspack,2f084136cfe0d05e5bf5703f3e83c6d955234b4d
CVE-2019-1010315,dbry,WavPack,4c0faba32fddbd0745cbfaf1e1aeb3da5d35b9fc
CVE-2019-1010317,dbry,WavPack,f68a9555b548306c5b1ee45199ccdc4a16a6101b
CVE-2019-1010319,dbry,WavPack,33a0025d1d63ccd05d9dbaa6923d52b1446a62fe
CVE-2019-10131,ImageMagick,ImageMagick,cb1214c124e1bd61f7dd551b94a794864861592e
CVE-2019-10638,torvalds,linux,df453700e8d81b1bdafdf684365ee2b9431fb702
CVE-2019-10639,torvalds,linux,355b98553789b646ed97ad801a619ff898471b92
CVE-2019-10638,torvalds,linux,355b98553789b646ed97ad801a619ff898471b92
CVE-2019-10664,domoticz,domoticz,ee70db46f81afa582c96b887b73bcd2a86feda00
CVE-2019-10672,hoene,libmysofa,d39a171e9c6a1c44dbdf43f9db6c3fbd887e38c1
CVE-2019-10678,domoticz,domoticz,2119afbe74ee0c914c1d5c4c859c594c08b0ad42
CVE-2019-10714,ImageMagick,ImageMagick,edc7d3035883ddca8413e4fe7689aa2e579ef04a
CVE-2019-11072,lighttpd,lighttpd1.4,32120d5b8b3203fc21ccb9eafb0eaf824bb59354
CVE-2019-11222,gpac,gpac,f3698bb1bce62402805c3fda96551a23101a32f9
CVE-2019-11338,FFmpeg,FFmpeg,9ccc633068c6fe76989f487c8932bd11886ad65b
CVE-2019-11339,FFmpeg,FFmpeg,d227ed5d598340e719eff7156b1aa0a4469e9a6a
CVE-2019-11412,ccxvii,mujs,1e5479084bc9852854feb1ba9bf68b52cd127e02
CVE-2019-11413,ccxvii,mujs,00d4606c3baf813b7b1c176823b2729bf51002a2
CVE-2019-11463,libarchive,libarchive,ba641f73f3d758d9032b3f0e5597a9c6e593a505
CVE-2019-11470,ImageMagick,ImageMagick,e3cdce6fe12193f235b8c0ae5efe6880a25eb957
CVE-2019-11471,strukturag,libheif,995a4283d8ed2d0d2c1ceb1a577b993df2f0e014
CVE-2019-11487,torvalds,linux,8fde12ca79aff9b5ba951fce1a2641901b8d8e64
CVE-2019-11498,dbry,WavPack,bc6cba3f552c44565f7f1e66dc1580189addb2b4
CVE-2019-11502,snapcore,snapd,bdbfeebef03245176ae0dc323392bb0522a339b1
CVE-2019-11596,memcached,memcached,d35334f368817a77a6bd1f33c6a5676b2c402c02
CVE-2019-11599,torvalds,linux,04f5866e41fb70690e28397487d8bd8eea7d712a
CVE-2019-11810,torvalds,linux,bcf3b67d16a4c8ffae0aa79de5853435e683945c
CVE-2019-11811,torvalds,linux,401e7e88d4ef80188ffa07095ac00456f901b8c4
CVE-2019-11815,torvalds,linux,cb66ddd156203daefb8d71158036b27b0e2caf63
CVE-2019-11833,torvalds,linux,592acbf16821288ecdc4192c47e3774a4c48bb64
CVE-2019-11921,facebook,proxygen,2f07985bef9fbae124cc63e5c0272e32da4fdaec
CVE-2019-11924,facebookincubator,fizz,6bf67137ef1ee5cd70c842b014c322b7deaf994b
CVE-2019-11925,facebook,hhvm,f1cd34e63c2a0d9702be3d41462db7bfd0ae7da3
CVE-2019-11926,facebook,hhvm,f9680d21beaa9eb39d166e8810e29fbafa51ad15
CVE-2019-11929,facebook,hhvm,dbeb9a56a638e3fdcef8b691c2a2967132dae692
CVE-2019-11930,facebook,hhvm,524d2e60cfe910406ec6109e4286d7edd545ab36
CVE-2019-11934,facebook,folly,c321eb588909646c15aefde035fd3133ba32cdee
CVE-2019-11935,facebook,hhvm,1c518555dba6ceb45d5ba61845b96e261219c3b7
CVE-2019-11936,facebook,hhvm,f57df6d8cf33cb14c40f52287da29360e7003373
CVE-2019-11940,facebook,proxygen,f43b134cc5c19d8532e7fb670a1c02e85f7a8d4f
CVE-2019-12106,miniupnp,miniupnp,cd506a67e174a45c6a202eff182a712955ed6d6f
CVE-2019-12107,miniupnp,miniupnp,bec6ccec63cadc95655721bc0e1dd49dac759d94
CVE-2019-12108,miniupnp,miniupnp,86030db849260dd8fb2ed975b9890aef1b62b692
CVE-2019-12109,miniupnp,miniupnp,86030db849260dd8fb2ed975b9890aef1b62b692
CVE-2019-12110,miniupnp,miniupnp,f321c2066b96d18afa5158dfa2d2873a2957ef38
CVE-2019-12209,Yubico,pam-u2f,7db3386fcdb454e33a3ea30dcfb8e8960d4c3aa3
CVE-2019-12439,projectatomic,bubblewrap,efc89e3b939b4bde42c10f065f6b7b02958ed50e
CVE-2019-12589,netblue30,firejail,eecf35c2f8249489a1d3e512bb07f0d427183134
CVE-2019-12730,FFmpeg,FFmpeg,ed188f6dcdf0935c939ed813cf8745d50742014b
CVE-2019-12816,znc,znc,8de9e376ce531fe7f3c8b0aa4876d15b479b7311
CVE-2019-12818,torvalds,linux,58bdd544e2933a21a51eecf17c3f5f94038261b5
CVE-2019-12819,torvalds,linux,6ff7b060535e87c2ae14dd8548512abfdda528fb
CVE-2019-12875,sroracle,abuild,4f90ce92778d0ee302e288def75591b96a397c8b
CVE-2019-12904,gpg,libgcrypt,daedbbb5541cd8ecda1459d3b843ea4d92788762
CVE-2019-12973,uclouvain,openjpeg,8ee335227bbcaf1614124046aa25e53d67b11ec3
CVE-2019-12980,libming,libming,a009a38dce1d9316cad1ab522b813b1d5ba4c62a
CVE-2019-12984,torvalds,linux,385097a3675749cbc9e97c085c0e5dfe4269ca51
CVE-2019-13045,irssi,irssi,d23b0d22cc611e43c88d99192a59f413f951a955
CVE-2019-13133,ImageMagick,ImageMagick,fe3066122ef72c82415811d25e9e3fad622c0a99
CVE-2019-13134,ImageMagick,ImageMagick,fe3066122ef72c82415811d25e9e3fad622c0a99
CVE-2019-13137,ImageMagick,ImageMagick,35ccb468ee2dcbe8ce9cf1e2f1957acc27f54c34
CVE-2019-13164,qemu,qemu,03d7712b4bcd47bfe0fe14ba2fffa87e111fa086
CVE-2019-13217,nothings,stb,98fdfc6df88b1e34a736d5e126e6c8139c8de1a6
CVE-2019-13218,nothings,stb,98fdfc6df88b1e34a736d5e126e6c8139c8de1a6
CVE-2019-13220,nothings,stb,98fdfc6df88b1e34a736d5e126e6c8139c8de1a6
CVE-2019-13222,nothings,stb,98fdfc6df88b1e34a736d5e126e6c8139c8de1a6
CVE-2019-13223,nothings,stb,98fdfc6df88b1e34a736d5e126e6c8139c8de1a6
CVE-2019-13225,kkos,oniguruma,c509265c5f6ae7264f7b8a8aae1cfa5fc59d108c
CVE-2019-13226,linuxdeepin,deepin-clone,e079f3e2712b4f8c28e3e63e71ba1a1f90fce1ab
CVE-2019-13228,linuxdeepin,deepin-clone,e079f3e2712b4f8c28e3e63e71ba1a1f90fce1ab
CVE-2019-13233,torvalds,linux,de9f869616dd95e95c00bdd6b0fcd3421e8a4323
CVE-2019-13272,torvalds,linux,6994eefb0053799d2e07cd140df6c2ea106c41ee
CVE-2019-13295,ImageMagick,ImageMagick,a7759f410b773a1dd57b0e1fb28112e1cd8b97bc
CVE-2019-13296,ImageMagick,ImageMagick,ce08a3691a8ac29125e29fc41967b3737fa3f425
CVE-2019-13297,ImageMagick,ImageMagick,604588fc35c7585abb7a9e71f69bb82e4389fefc
CVE-2019-13302,ImageMagick,ImageMagick,d5089971bd792311aaab5cb73460326d7ef7f32d
CVE-2019-13303,ImageMagick,ImageMagick,d29148fae06c01ef215940e084cf41853c117bab
CVE-2019-13304,ImageMagick,ImageMagick,7689875ef64f34141e7292f6945efdf0530b4a5e
CVE-2019-13306,ImageMagick,ImageMagick,e92040ea6ee2a844ebfd2344174076795a4787bd
CVE-2019-13307,ImageMagick,ImageMagick,025e77fcb2f45b21689931ba3bf74eac153afa48
CVE-2019-13308,ImageMagick,ImageMagick,61135001a625364e29bdce83832f043eebde7b5a
CVE-2019-13309,ImageMagick,ImageMagick,5f21230b657ccd65452dd3d94c5b5401ba691a2d
CVE-2019-13310,ImageMagick,ImageMagick,5f21230b657ccd65452dd3d94c5b5401ba691a2d
CVE-2019-13311,ImageMagick,ImageMagick,4a334bbf5584de37c6f5a47c380a531c8c4b140a
CVE-2019-13391,ImageMagick,ImageMagick,7c2c5ba5b8e3a0b2b82f56c71dfab74ed4006df7
CVE-2019-13454,ImageMagick,ImageMagick,1ddcf2e4f28029a888cadef2e757509ef5047ad8
CVE-2019-13456,FreeRADIUS,freeradius-server,3ea2a5a026e73d81cd9a3e9bbd4300c433004bfa
CVE-2019-14283,torvalds,linux,da99466ac243f15fbba65bd261bfc75ffa1532b6
CVE-2019-14284,torvalds,linux,f3554aeb991214cbfafd17d55e2bfddb50282e32
CVE-2019-14323,troglobit,ssdp-responder,ce04b1f29a137198182f60bbb628d5ceb8171765
CVE-2019-14463,stephane,libmodbus,5ccdf5ef79d742640355d1132fa9e2abc7fbaefc
CVE-2019-14495,z3APA3A,3proxy,3b67dc844789dc0f00e934270c7b349bcb547865
CVE-2019-14815,torvalds,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3a
CVE-2019-14816,torvalds,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3a
CVE-2019-14816,torvalds,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3
CVE-2019-14857,zmartzone,mod_auth_openidc,ce37080c6aea30aabae8b4a9b4eea7808445cc8e
CVE-2019-14868,att,ast,c7de8b641266bac7c77942239ac659edfee9ecd2
CVE-2019-14934,enferex,pdfresurrect,0c4120fffa3dffe97b95c486a120eded82afe8a6
CVE-2019-14980,ImageMagick,ImageMagick,c5d012a46ae22be9444326aa37969a3f75daa3ba
CVE-2019-14981,ImageMagick,ImageMagick,a77d8d97f5a7bced0468f0b08798c83fb67427bc
CVE-2019-15026,memcached,memcached,554b56687a19300a75ec24184746b5512580c819
CVE-2019-15139,ImageMagick,ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7
CVE-2019-15140,ImageMagick,ImageMagick,f7206618d27c2e69d977abf40e3035a33e5f6be0
CVE-2019-15146,gopro,gpmf-parser,341f12cd5b97ab419e53853ca00176457c9f1681
CVE-2019-15147,gopro,gpmf-parser,341f12cd5b97ab419e53853ca00176457c9f1681
CVE-2019-15148,gopro,gpmf-parser,341f12cd5b97ab419e53853ca00176457c9f1681
CVE-2019-15226,envoyproxy,envoy,afc39bea36fd436e54262f150c009e8d72db5014
CVE-2019-15296,knik0,faad2,942c3e0aee748ea6fe97cb2c1aa5893225316174
CVE-2019-15538,torvalds,linux,1fb254aa983bf190cfd685d40c64a480a9bafaee
CVE-2019-15681,LibVNC,libvncserver,d01e1bb4246323ba6fcee3b82ef1faa9b1dac82a
CVE-2019-15683,TurboVNC,turbovnc,cea98166008301e614e0d36776bf9435a536136e
CVE-2019-15785,fontforge,fontforge,626f751752875a0ddd74b9e217b6f4828713573c
CVE-2019-15901,slicer69,doas,6cf0236184ff6304bf5e267ccf7ef02874069697
CVE-2019-15903,libexpat,libexpat,c20b758c332d9a13afbbb276d30db1d183a85d43
CVE-2019-15918,torvalds,linux,b57a55e2200ede754e4dc9cce4ba9402544b9365
CVE-2019-15919,torvalds,linux,6a3eb3360667170988f8a6477f6686242061488a
CVE-2019-15920,torvalds,linux,088aaf17aa79300cab14dbee2569c58cfafd7d6e
CVE-2019-15921,torvalds,linux,ceabee6c59943bdd5e1da1a6a20dc7ee5f8113a2
CVE-2019-15922,torvalds,linux,58ccd2d31e502c37e108b285bf3d343eb00c235b
CVE-2019-15923,torvalds,linux,f0d1762554014ce0ae347b9f0d088f2c157c8c72
CVE-2019-15946,OpenSC,OpenSC,a3fc7693f3a035a8a7921cffb98432944bb42740
CVE-2019-16346,miniupnp,ngiflib,37d939a6f511d16d4c95678025c235fe62e6417a
CVE-2019-16718,radareorg,radare2,dd739f5a45b3af3d1f65f00fe19af1dbfec7aea7
CVE-2019-16921,torvalds,linux,df7e40425813c50cd252e6f5e348a81ef1acae56
CVE-2019-16930,zcash,zcash,c1fbf8ab5d73cff5e1f45236995857c75ba4128d
CVE-2019-16994,torvalds,linux,07f12b26e21ab359261bf75cfcb424fdc7daeb6d
CVE-2019-17113,OpenMPT,openmpt,927688ddab43c2b203569de79407a899e734fabe
CVE-2019-17178,FreeRDP,FreeRDP,9fee4ae076b1ec97b97efb79ece08d1dab4df29a
CVE-2019-17351,torvalds,linux,6ef36ab967c71690ebe7e5ef997a8be4da3bc844
CVE-2019-17534,libvips,libvips,ce684dd008532ea0bf9d4a1d89bacb35f4a83f4d
CVE-2019-17539,FFmpeg,FFmpeg,8df6884832ec413cf032dfaa45c23b1c7876670c
CVE-2019-17541,ImageMagick,ImageMagick,39f226a9c137f547e12afde972eeba7551124493
CVE-2019-17542,FFmpeg,FFmpeg,02f909dc24b1f05cfbba75077c7707b905e63cd2
CVE-2019-17545,OSGeo,gdal,148115fcc40f1651a5d15fa34c9a8c528e7147bb
CVE-2019-17546,OSGeo,gdal,21674033ee246f698887604c7af7ba1962a40ddf
CVE-2019-18198,torvalds,linux,ca7a03c4175366a92cee0ccc4fec0038c3266e26
CVE-2019-18218,file,file,46a8443f76cec4b41ec736eca396984c74664f84
CVE-2019-18224,libidn,libidn2,e4d1558aa2c1c04a05066ee8600f37603890ba8c
CVE-2019-18276,bminor,bash,951bdaad7a18cc0dc1036bba86b18b90874d39ff
CVE-2019-18397,fribidi,fribidi,034c6e9a1d296286305f4cfd1e0072b879f52568
CVE-2019-18408,libarchive,libarchive,b8592ecba2f9e451e1f5cb7ab6dcee8b8e7b3f60
CVE-2019-18792,OISF,suricata,fa692df37a796c3330c81988d15ef1a219afc006
CVE-2019-18808,torvalds,linux,128c66429247add5128c03dc1e144ca56f05a4e2
CVE-2019-18809,torvalds,linux,2289adbfa559050d2a38bcd9caac1c18b800e928
CVE-2019-18811,torvalds,linux,45c1380358b12bf2d1db20a5874e9544f56b34ab
CVE-2019-18844,projectacrn,acrn-hypervisor,6199e653418eda58cd698d8769820904453e2535
CVE-2019-18885,torvalds,linux,09ba3bc9dd150457c506e4661380a6183af651c1
CVE-2019-19043,torvalds,linux,27d461333459d282ffa4a2bdb6b215a59d493a8f
CVE-2019-19045,torvalds,linux,c8c2a057fdc7de1cd16f4baa51425b932a42eb39
CVE-2019-19046,torvalds,linux,4aa7afb0ee20a97fbf0c5bab3df028d5fb85fdab
CVE-2019-19047,torvalds,linux,c7ed6d0183d5ea9bc31bcaeeba4070bd62546471
CVE-2019-19048,torvalds,linux,e0b0cb9388642c104838fac100a4af32745621e2
CVE-2019-19050,torvalds,linux,c03b04dcdba1da39903e23cc4d072abf8f68f2dd
CVE-2019-19051,torvalds,linux,6f3ef5c25cc762687a7341c18cbea5af54461407
CVE-2019-19052,torvalds,linux,fb5be6a7b4863ecc44963bb80ca614584b6c7817
CVE-2019-19054,torvalds,linux,a7b2df76b42bdd026e3106cf2ba97db41345a177
CVE-2019-19057,torvalds,linux,d10dcb615c8e29d403a24d35f8310a7a53e3050c
CVE-2019-19059,torvalds,linux,0f4f199443faca715523b0659aa536251d8b978f
CVE-2019-19062,torvalds,linux,ffdde5932042600c6807d46c1550b28b0db6a3bc
CVE-2019-19063,torvalds,linux,3f93616951138a598d930dcaec40f2bfd9ce43bb
CVE-2019-19064,torvalds,linux,057b8945f78f76d0b04eeb5c27cd9225e5e7ad86
CVE-2019-19065,torvalds,linux,34b3be18a04ecdc610aae4c48e5d1b799d8689f6
CVE-2019-19066,torvalds,linux,0e62395da2bd5166d7c9e14cbc7503b256a34cb0
CVE-2019-19067,torvalds,linux,57be09c6e8747bf48704136d9e3f92bfb93f5725
CVE-2019-19068,torvalds,linux,a2cdd07488e666aa93a49a3fc9c9b1299e27ef3c
CVE-2019-19069,torvalds,linux,fc739a058d99c9297ef6bfd923b809d85855b9a9
CVE-2019-19070,torvalds,linux,d3b0ffa1d75d5305ebe34735598993afbb8a869d
CVE-2019-19073,torvalds,linux,853acf7caf10b828102d92d05b5c101666a6142b
CVE-2019-19075,torvalds,linux,6402939ec86eaf226c8b8ae00ed983936b164908
CVE-2019-19076,torvalds,linux,78beef629fd95be4ed853b2d37b832f766bd96ca
CVE-2019-19077,torvalds,linux,4a9d46a9fe14401f21df69cea97c62396d5fb053
CVE-2019-19078,torvalds,linux,b8d17e7d93d2beb89e4f34c59996376b8b544792
CVE-2019-19079,torvalds,linux,a21b7f0cff1906a93a0130b74713b15a0b36481d
CVE-2019-19080,torvalds,linux,8572cea1461a006bce1d06c0c4b0575869125fa4
CVE-2019-19082,torvalds,linux,104c307147ad379617472dd91a5bcb368d72bd6d
CVE-2019-19083,torvalds,linux,055e547478a11a6360c7ce05e2afc3e366968a12
CVE-2019-19221,libarchive,libarchive,22b1db9d46654afc6f0c28f90af8cdc84a199f41
CVE-2019-19242,sqlite,sqlite,57f7ece78410a8aae86aa4625fb7556897db384c
CVE-2019-19244,sqlite,sqlite,e59c562b3f6894f84c715772c4b116d7b5c01348
CVE-2019-19246,kkos,oniguruma,d3e402928b6eb3327f8f7d59a9edfa622fec557b
CVE-2019-19274,python,typed_ast,dc317ac9cff859aa84eeabe03fb5004982545b3b
CVE-2019-19275,python,typed_ast,dc317ac9cff859aa84eeabe03fb5004982545b3b
CVE-2019-19317,sqlite,sqlite,522ebfa7cee96fb325a22ea3a2464a63485886a8
CVE-2019-19333,CESNET,libyang,f6d684ade99dd37b21babaa8a856f64faa1e2e0d
CVE-2019-19479,OpenSC,OpenSC,c3f23b836e5a1766c36617fe1da30d22f7b63de2
CVE-2019-19480,OpenSC,OpenSC,6ce6152284c47ba9b1d4fe8ff9d2e6a3f5ee02c7
CVE-2019-19481,OpenSC,OpenSC,b75c002cfb1fd61cd20ec938ff4937d7b1a94278
CVE-2019-19603,sqlite,sqlite,527cbd4a104cb93bf3994b3dd3619a6299a78b13
CVE-2019-19624,opencv,opencv,d1615ba11a93062b1429fce9f0f638d1572d3418
CVE-2019-19645,sqlite,sqlite,38096961c7cd109110ac21d3ed7dad7e0cb0ae06
CVE-2019-19767,torvalds,linux,4ea99936a1630f51fc3a2d61a58ec4a1c4b7d55a
CVE-2019-19807,torvalds,linux,e7af6307a8a54f0b873960b32b6a644f2d0fbd97
CVE-2019-19880,sqlite,sqlite,75e95e1fcd52d3ec8282edb75ac8cd0814095d54
CVE-2019-19905,NetHack,NetHack,f4a840a48f4bcf11757b3d859e9d53cc9d5ef226
CVE-2019-19922,torvalds,linux,de53fd7aedb100f03e5d2231cfce0e4993282425
CVE-2019-19924,sqlite,sqlite,8654186b0236d556aa85528c2573ee0b6ab71be3
CVE-2019-19925,sqlite,sqlite,54d501092d88c0cf89bec4279951f548fb0b8618
CVE-2019-19926,sqlite,sqlite,8428b3b437569338a9d1e10c4cd8154acbe33089
CVE-2019-19947,torvalds,linux,da2311a6385c3b499da2ed5d9be59ce331fa93e9
CVE-2019-19959,sqlite,sqlite,d8f2d46cbc9925e034a68aaaf60aad788d9373c1
CVE-2019-19962,wolfSSL,wolfssl,23878512c65834d12811b1107d19a001478eca5d
CVE-2019-19963,wolfSSL,wolfssl,7e391f0fd57f2ef375b1174d752a56ce34b2b190
CVE-2019-20016,hoene,libmysofa,2e6fac6ab6156dae8e8c6f417741388084b70d6f
CVE-2019-20079,vim,vim,ec66c41d84e574baf8009dbc0bd088d2bc5b2421
CVE-2019-20176,jedisct1,pure-ftpd,aea56f4bcb9948d456f3fae4d044fd3fa2e19706
CVE-2019-20218,sqlite,sqlite,a6c1a71cde082e09750465d5675699062922e387
CVE-2019-20372,nginx,nginx,c1be55f97211d38b69ac0c2027e6812ab8b1b94e
CVE-2019-20387,openSUSE,libsolv,fdb9c9c03508990e4583046b590c30d958f272da
CVE-2019-20392,CESNET,libyang,32fb4993bc8bb49e93e84016af3c10ea53964be5
CVE-2019-20393,CESNET,libyang,d9feacc4a590d35dbc1af21caf9080008b4450ed
CVE-2019-20394,CESNET,libyang,6cc51b1757dfbb7cff92de074ada65e8523289a6
CVE-2019-20396,CESNET,libyang,a1f17693904ed6fecc8902c747fc50a8f20e6af8
CVE-2019-20397,CESNET,libyang,88bd6c548ba79bce176cd875e9b56e7e0ef4d8d4
CVE-2019-20398,CESNET,libyang,7852b272ef77f8098c35deea6c6f09cb78176f08
CVE-2019-20422,torvalds,linux,7b09c2d052db4b4ad0b27b97918b46a7746966fa
CVE-2019-20479,zmartzone,mod_auth_openidc,02431c0adfa30f478cf2eb20ed6ea51fdf446be7
CVE-2019-20503,sctplab,usrsctp,790a7a2555aefb392a5a69923f1e9d17b4968467
CVE-2019-20628,gpac,gpac,98b727637e32d1d4824101d8947e2dbd573d4fc8
CVE-2019-20629,gpac,gpac,2320eb73afba753b39b7147be91f7be7afc0eeb7
CVE-2020-19481,gpac,gpac,2320eb73afba753b39b7147be91f7be7afc0eeb7
CVE-2019-20630,gpac,gpac,1ab4860609f2e7a35634930571e7d0531297e090
CVE-2019-20636,torvalds,linux,cb222aed03d798fc074be55e59d9a112338ee784
CVE-2019-20788,LibVNC,libvncserver,54220248886b5001fbbb9fa73c4e1a2cb9413fed
CVE-2019-20791,openthread,openthread,c3a3a0c424322009fec3ab735fb20ce8f6e19e70
CVE-2019-20805,upx,upx,8be9da8280dfa69d5df4417d4d81bda1cab78010
CVE-2019-20806,torvalds,linux,2e7682ebfc750177a4944eeb56e97a3f05734528
CVE-2019-20840,LibVNC,libvncserver,0cf1400c61850065de590d403f6d49e32882fd76
CVE-2019-20909,LibreDWG,libredwg,d7913b893bfa98fab27f05825dc4cab2d3a20c83
CVE-2019-20911,LibreDWG,libredwg,c6f6668b82bfe595899cc820279ac37bb9ef16f5
CVE-2019-20912,LibreDWG,libredwg,b84c2cab55948a5ee70860779b2640913e3ee1ed
CVE-2019-20914,LibreDWG,libredwg,3b837bb72d6b9ab4d563faa211f90efc257e3c96
CVE-2019-20915,LibreDWG,libredwg,95cc9300430d35feb05b06a9badf678419463dbe
CVE-2019-25016,Duncaen,OpenDoas,d5acd52e2a15c36a8e06f9103d35622933aa422d
CVE-2019-25050,OSGeo,gdal,767e3a56144f676ca738ef8f700e0e56035bd05a
CVE-2019-3552,facebook,fbthrift,c5d6e07588cd03061bc54d451a7fa6e84883d62b
CVE-2019-3556,facebook,hhvm,abe0b29e4d3a610f9bc920b8be4ad8403364c2d4
CVE-2020-1916,facebook,hhvm,abe0b29e4d3a610f9bc920b8be4ad8403364c2d4
CVE-2019-3557,facebook,hhvm,6e4dd9ec3f14b48170fc45dc9d13a3261765f994
CVE-2019-3560,facebookincubator,fizz,40bbb161e72fb609608d53b9d64c56bb961a6ee2
CVE-2019-3561,facebook,hhvm,46003b4ab564b2abcd8470035fc324fe36aa8c75
CVE-2019-3563,facebook,wangle,5b3bceca875e4ea4ed9d14c20b20ce46c92c13c6
CVE-2019-3569,facebook,hhvm,97ef580ec2cca9a54da6f9bd9fdd9a455f6d74ed
CVE-2019-5489,torvalds,linux,574823bfab82d9d8fa47f422778043fbb4b4f50e
CVE-2019-5736,opencontainers,runc,6635b4f0c6af3810594d2770f662f34ddc15b40d
CVE-2019-5892,FRRouting,frr,943d595a018e69b550db08cccba1d0778a86705a
